question,category,source
Demonstrate understanding of projection and coordinate systems fundamentals (to include knowledge that the world is spherical whereas most maps are not).,6,gis
Characterize the common sources of error found in geospatial data sets.,7,gis
"Given a sample characteristic curve for film, identify the areas representing mid-tones, highlights, and shadows.",6,gis
"Determine how elevated terrain features should be converted in a topographic data model (i.e., z-values).",7,gis
Summarize the importance of scale when determining the resolution of features.,0,gis
Explain the concept of metadata and describe when and how it is used.,6,gis
Summarize the concepts of database design and how each is used in physical database modeling.,3,gis
Define antenna pattern and the means by which it is overcome,6,gis
"Differentiate between programming languages (e.g., R and Python) and how they are used to script geospatial analysis.",0,gis
Present proper contrast features (such as drop shadow and blending of colors and features).,0,gis
"Characterize the advantages and disadvantages of utilizing naming conventions, and how it impacts the professional field.",6,gis
"Compare/contrast the following data storage models: flat, hierarchical, network, and relational",8,gis
"Explain the significance of bolding, italicizing, size, and color of text.",6,gis
"Differentiate between the permissions provided to users, login roles, and groups.",6,gis
"Given a set of values, calculate mean, median, mode, frequency, minimum, maximum, standard deviation, skewness, and kurtosis with the aid of a spreadsheet or calculator",6,gis
"Summarize fundamental language and naming conventions within databases (e.g., upper case, lower case, camel case, underscores).",0,gis
"Calculate ground sample distance when provided sensor size, sensing element size, focal length, and height.",6,gis
Produce products without bias and misinformation,6,gis
Apply conflict resolution to disagreements,6,gis
"Distinguish between the basics of projections, coordinate systems, and datums.",6,gis
Compare/contrast the characteristics of structured and non-structured data.,8,gis
Describe Type I and Type II errors,4,gis
Describe the role of and techniques used for remote sensing in hydrology and hydraulic modeling,6,gis
Characterize how the increasing light source angle effect influences the illumination of a hillshade model.,6,gis
Summarize the similarities and differences between confidence interval and percent confidence.,0,gis
"Compare and contrast media delivery methods, what limitations each delivery method has, and how to overcome those limitations.",3,gis
Summarize the use of scripting languages for parallelism in distributed databases.,0,gis
"Summarize how imagery elements (e.g., color, vibrancy, size, transparency) are used to differentiate main and secondary features/objectives.",0,gis
Design methods for simplifying and shortening complex descriptions without compromising an individual’s ability to understand the content.,6,gis
Explain how Python is used to analyze geospatial data.,1,gis
List common geographic features and explain how they are generally depicted on maps.,0,gis
"Differentiate supervised, unsupervised, and reinforced learning and characterize when each should be applied.",6,gis
"Determine what the most appropriate use of imagery is (e.g., targeting, general positioning) based on the image’s r-squared value.",6,gis
Generate new map displays that challenge current common practices in order to adapt to new perspectives.,6,gis
"Summarize what customer considerations should be addressed when accessing database security (e.g., customers access to secure data).",1,gis
Summarize the similarities and differences between orthometric and ellipsoid heights.,0,gis
"Given a diagram, label the major components of a single sensing element",6,gis
"Define the following terms and specify their appropriate units of measure: spectral reflectance, radiant emmitance, energy flux, frequency, emissivity, phase, bandwidth, spectral resolution, illumination, reflectivity, absoprtion, absorbance, transmission, radiance, irradiance, radiometric resolution,",6,gis
Describe the effects of target moisture content on microwave remote sensing images,4,gis
"Implement the following techniques when using neural networks and Artificial Intelligence (AI):,Regression,Naive Bayesian Classifier,Clustering,Matrix Factorization,k-Nearest Neighbors,Natural Language Processing,Decision Trees,Support Vector Machines,Deep Learning",6,gis
